"CN","STAID","STANAME","LAT","LON","HGHT","latUpd","longUpd","LatLong","Country"
"LU",286,"KEHMEN-DIEKIRCH                         ","+49:54:00","+006:01:48",488,49.9,6.03,"49.9:6.03","Luxembourg"
"LU",287,"KOERICH                                 ","+49:40:12","+005:57:00",266,49.67,5.95,"49.67:5.95","Luxembourg"
"LU",288,"LORENTZWEILER                           ","+49:42:00","+006:08:24",237,49.7,6.14,"49.7:6.14","Luxembourg"
"MA",2144,"TANGIER AIRPORT                         ","+35:43:47","-005:54:00",19,35.7297222222222,-4.1,"35.7297222222222:-4.1","Morocco"
"MA",2145,"AL HOCEIMA                              ","+35:10:48","-003:51:00",27,35.18,-2.15,"35.18:-2.15","Morocco"
"MA",2146,"OUJDA                                   ","+34:46:48","-001:55:48",468,34.78,-0.07,"34.78:-0.07","Morocco"
"MA",2153,"NOUASSEUR                               ","+33:22:11","-007:34:48",200,33.3697222222222,-6.42,"33.3697222222222:-6.42","Morocco"
"MA",2156,"MIDELT                                  ","+32:40:48","-004:43:48",1508,32.68,-3.27,"32.68:-3.27","Morocco"
"MA",2160,"OUARZAZATE                              ","+30:55:48","-006:54:00",1139,30.93,-5.1,"30.93:-5.1","Morocco"
"MA",3768,"PORT LYAUTEY                            ","+34:17:58","-006:36:00",12,34.2994444444444,-5.4,"34.2994444444444:-5.4","Morocco"
"MA",3769,"SIDI SLIMANE                            ","+34:13:59","-006:04:00",55,34.2330555555556,-5.93333333333333,"34.2330555555556:-5.93333333333333","Morocco"
"MA",3772,"BEN GUERIR                              ","+32:07:00","-007:52:59",448,32.1166666666667,-6.11694444444444,"32.1166666666667:-6.11694444444444","Morocco"
"MA",7951,"TANGIER CITY                            ","+35:46:48","-005:49:12",86,35.78,-4.18,"35.78:-4.18","Morocco"
"MA",7952,"TETUAN                                  ","+35:34:48","-005:19:48",10,35.58,-4.67,"35.58:-4.67","Morocco"
"EG",314,"MERSA MATRUH                            ","+31:19:59","+027:13:00",25,31.3330555555556,27.2166666666667,"31.3330555555556:27.2166666666667","Egypt"
"EG",316,"SIWA                                    ","+29:12:00","+025:19:00",-15,29.2,25.3166666666667,"29.2:25.3166666666667","Egypt"
"EG",7925,"SALLOUM                                 ","+31:33:00","+025:10:48",4,31.55,25.18,"31.55:25.18","Egypt"
"EG",7926,"PORT SAID                               ","+31:16:48","+032:13:47",6,31.28,32.2297222222222,"31.28:32.2297222222222","Egypt"
"EG",7927,"CAIRO ABBASSIA                          ","+30:04:48","+031:17:24",30,30.08,31.29,"30.08:31.29","Egypt"
"EG",7928,"CAIRO EZBEKIYA                          ","+30:03:00","+031:15:00",20,30.05,31.25,"30.05:31.25","Egypt"
"EG",7929,"GIZA (CAIRO)                            ","+30:01:48","+031:12:36",28,30.03,31.21,"30.03:31.21","Egypt"
"EG",7930,"HELWAN (CAIRO)                          ","+29:51:36","+031:20:24",116,29.86,31.34,"29.86:31.34","Egypt"
"EG",7931,"ISMAILIA                                ","+30:36:00","+032:13:47",10,30.6,32.2297222222222,"30.6:32.2297222222222","Egypt"
"EG",7932,"EL SUEZ                                 ","+29:55:48","+032:32:59",10,29.93,32.5497222222222,"29.93:32.5497222222222","Egypt"
